"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: HL7 v2 Mapping","Mapping: RIM Mapping","Mapping: ServD","Mapping: FiveWs Pattern Mapping"
"Practitioner.identifier:passportNumber.type","Practitioner.identifier.type","","","",1,1,"Y","","","CodeableConcept {[CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/CodeableConcept-tw]]} {[]}
","身份識別碼（identifier）的型別說明","識別碼的代碼型別，用於決定特定目適用的識別碼。","這個資料項目只涉及識別碼的一般類別。它 **必須沒有（SHALL NOT）** 被用於與Identifier.system 1..1對應的代碼。一些識別碼可能由於常見的用法而屬於多個類別。在系統是已知的情況下，型別是不必要的，因為型別總是系統定義的一部分。然而，系統經常需要處理系統不為人知的識別碼。型別和系統之間不是1:1的關係，因為許多不同的系統有相同的型別。","允許使用者在不知道識別碼系統的情況下利用識別碼","","","","","","","",,"extensible","識別碼的型別，用於決定特定目的所適用的識別碼；應填入所綁定值集中適合的代碼，確定無適合的代碼才可以使用其他值集的代碼來表示。","https://twcore.mohw.gov.tw/ig/twcore/ValueSet/identifier-type-tw","",,,,"Identifier.type",0,1,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","CE/CNE/CWE","n/a","CD"
"Practitioner.identifier:passportNumber.type.id","Practitioner.identifier.type.id","","","",0,1,"","","","string {[]} {[]}
","唯一可識別ID，以供資料項目間相互參照。","resource中資料項目的唯一ID（用於內部參照）。這可以是任何不含空格的字串。","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"Practitioner.identifier:passportNumber.type.extension","Practitioner.identifier.type.extension","","","",0,*,"","","","Extension {[]} {[]}
","擴充的資料項目","擴充的資料項目","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Practitioner.identifier:passportNumber.type.coding","Practitioner.identifier.type.coding","","","",1,*,"Y","","","Coding {[CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Coding-tw]]} {[]}
","由專門術語系統（terminology system）定義的代碼","由專門術語系統（terminology system）所定義之代碼的參照","代碼可以在列舉清單（enumerations）或代碼清單（code lists）中非常隨意地定義，直至有非常正式的定義，例如：SNOMED CT—更多資訊見HL7 v3核心原則（Core Principles）。編碼的排序是未定義的因而 **必須沒有（SHALL NOT）** 被用來推斷意義。一般來說，最多只有一個編碼值（coding values）會被標記為UserSelected = true。","允許代碼系統中的替代編碼，以及翻譯到其他編碼系統。","","","","","","","",,,,,"",,,,"CodeableConcept.coding",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","CE/CNE/CWE subset one of the sets of component 1-3 or 4-6","n/a","CV"
"Practitioner.identifier:passportNumber.type.coding.id","Practitioner.identifier.type.coding.id","","","",0,1,"","","","string {[]} {[]}
","唯一可識別ID，以供資料項目間相互參照。","resource中資料項目的唯一ID（用於內部參照），這可以是任何不含空格的字串。","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"Practitioner.identifier:passportNumber.type.coding.extension","Practitioner.identifier.type.coding.extension","","","",0,*,"","","","Extension {[]} {[]}
","擴充的資料項目","可用於表示不屬於此資料項目基本定義的附加資訊。為了擴充的使用安全和可管理，對擴充的定義和使用有一套嚴格的管理。儘管任何實作者都可以定義一個擴充，但作為擴充定義的一部分，有一套要求 **必須（SHALL）** 滿足。","無論使用或定義擴充的機構或管轄區，任何應用程式、專案或標準使用擴充都不背負任何污名（stigma）。使用擴充是允許FHIR規範為每個人保留一個核心的簡易性。","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Practitioner.identifier:passportNumber.type.coding.system","Practitioner.identifier.type.coding.system","","","",1,1,"Y","","Y","uri {[]} {[]}
","專門術語系統（terminology system）的識別","定義代碼中符號意義的代碼系統識別","URI可以是一個OID（urn:oid:...）或一個UUID（urn:uuid:...）；OID和UUID **必須（SHALL）** 參照HL7 OID註冊中心；否則，URI應該來自HL7的FHIR定義的特殊URI列表，或者它應該參照一些明確建立的系统定義。","需要明確說明符號定義的來源","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://terminology.hl7.org/CodeSystem/v2-0203""/>","","","",,,,,"",,,,"Coding.system",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","C*E.3","./codeSystem"
"Practitioner.identifier:passportNumber.type.coding.version","Practitioner.identifier.type.coding.version","","","",0,1,"","","Y","string {[]} {[]}
","系統的版本—如果相關的話","選擇此代碼時使用的代碼系統版本；請注意，一個維護良好的代碼系統不需要版本報告，因為代碼的意義在不同系統版本中是一致的；然而，不能始終保證這點，當不能保證意義一致時， **必須（SHALL）** 將版本資訊也一併作交換。","如果專門術語沒有明確定義應該使用什麼字串來識別代碼系統的版本，建議使用版本正式發布的日期（用FHIR日期格式表示）作為版本日期。","","","","","","","","",,,,,"",,,,"Coding.version",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","C*E.7","./codeSystemVersion"
"Practitioner.identifier:passportNumber.type.coding.code","Practitioner.identifier.type.coding.code","","","",1,1,"Y","","Y","code {[]} {[]}
","系統定義的語法之符號","系統定義的語法之符號；符號可能是一個預先定義的代碼，也可能是代碼系統定義的語法中的表達式（如後組合配對／後組合式）。","","需要參照系統中的一個特定代碼","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""PPN""/>","","","",,,,,"",,,,"Coding.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","C*E.1","./code"
"Practitioner.identifier:passportNumber.type.coding.display","Practitioner.identifier.type.coding.display","","","",0,1,"Y","","Y","string {[]} {[]}
","由系統定義的表示法","遵循系統的規則以呈現代碼含義的表示法","","需要能為不了解此系統的讀者呈現可讀的代碼含義","","","","","","","",,,,,"",,,,"Coding.display",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","C*E.2 - but note this is not well followed","CV.displayName"
"Practitioner.identifier:passportNumber.type.coding.userSelected","Practitioner.identifier.type.coding.userSelected","","","",0,1,"","","Y","boolean {[]} {[]}
","此編碼是否由使用者直接選擇？","表明此編碼是由使用者直接選擇，例如：從可用項目（代碼或顯示名稱）的清單中選擇。","在一系列備選方案中，直接選擇的代碼是新翻譯最合適的起點；關於「直接選擇」的確切意義，存在模糊不清之處，可能需要貿易夥伴的同意，以更完整澄清此資料項目的使用及其後果。","已被確定為一個臨床安全準則—此確切的系統／代碼對(code pair)是被明確選擇的，而不是由系統根據一些規則或是程式語言處理判斷。","","","","","","","",,,,,"",,,,"Coding.userSelected",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Sometimes implied by being first","CD.codingRationale"
"Practitioner.identifier:passportNumber.type.text","Practitioner.identifier.type.text","","","",0,1,"Y","","Y","string {[]} {[]}
","概念的文字表示法","輸入資料的使用者所見／所選／所說的人類可讀文字表述，和（或）其代表使用者的預期含義。","很多時候，此文字表述與其中一個代碼的顯示名稱相同。","專門術語中的代碼並不總是能捕捉人類使用的細微差別的正確意義，或者根本就沒有合適的代碼；這些情況下，文字表述被用來捕捉來源的全部意義。","","","","","","","",,,,,"",,,,"CodeableConcept.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","C*E.9. But note many systems use C*E.2 for this","./originalText[mediaType/code=""text/plain""]/data"
"Practitioner.identifier:passportNumber.system","Practitioner.identifier.system","","","",1,1,"Y","","Y","uri {[]} {[]}
","身份識別碼（identifier）的命名空間（namespace）
例如：護照號碼='http://www.boca.gov.tw。","建立值的命名空間－即一個描述一組值的唯一URL","Identifier.system總是區分大小寫","有許多識別碼的集合。為了進行兩個識別碼的對應，我們需要知道我們處理的是哪一組。系統指明了一個特定的唯一識別碼集。","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://hl7.org/fhir/sid/passport-TWN""/>","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://www.acme.com/identifiers/patient""/>","","",,,,,"",,,,"Identifier.system",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","CX.4 / EI-2-4","II.root or Role.id.root","./IdentifierType"
"Practitioner.identifier:passportNumber.value","Practitioner.identifier.value","","","",1,1,"Y","","Y","string {[]} {[]}
","唯一值。 例如：護照號碼為888800371","識別碼中通常與使用者有關的部分，在系統情境內是唯一的。","如果此值是一個完整的URI，那麼此系統 **必須（SHALL）** 是urn:ietf:rfc:3986。此值的主要目的是為了可運算的對應。因此，為了比較的目的，它可能會被正規化（例如：去除不重要的空白、破折號等）。一個為人顯示的格式化的值可以使用[Rendered Value](http://hl7.org/fhir/R4/extension-rendered-value.html)擴充來傳達。除非對Identifier.system的了解使處理者確信不區分大小寫的處理是安全的，否則Identifier.value應被視為區分大小寫。","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""123456""/>","","",,,,,"",,,,"Identifier.value",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","CX.1 / EI.1","II.extension or II.root if system indicates OID or GUID (Or Role.id.extension or root)","./Value"
"Practitioner.identifier:passportNumber.period","Practitioner.identifier.period","","","",0,1,"","","Y","Period {[]} {[]}
","此身份識別碼（identifier）的使用效期","識別碼有效／曾經有效使用的時段或期間","","","","","","","","","",,,,,"",,,,"Identifier.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","CX.7 + CX.8","Role.effectiveTime or implied by context","./StartDate and ./EndDate"
"Practitioner.identifier:passportNumber.assigner","Practitioner.identifier.assigner","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/Organization-twcore]]}
","簽發identifier的機構（可以只是文字表述）","簽發／管理識別碼的機構","Identifier.assigner可以省略.reference資料項目，只包含一個.display資料項目，反映指定機構的名稱或其他文字表述資訊。","","","","","","","","",,,,,"",,,,"Identifier.assigner",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","CX.4 / (CX.4,CX.9,CX.10)","II.assigningAuthorityName but note that this is an improper use by the definition of the field.  Also Role.scoper","./IdentifierIssuingAuthority"
"Practitioner.identifier:residentNumber","Practitioner.identifier","residentNumber","","",0,0,"Y","","Y","Identifier {[]} {[]}
","適用居留證號碼","適用於居留證號碼","","通常此人員總是被指定一個特定的數值型的唯一識別碼（identifier）","","","","","","","",,,,,"",,,,"Practitioner.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","PRD-7 (or XCN.1)","./id","./Identifiers","FiveWs.identifier"
"Practitioner.identifier:residentNumber.id","Practitioner.identifier.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"Practitioner.identifier:residentNumber.extension","Practitioner.identifier.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Practitioner.identifier:residentNumber.use","Practitioner.identifier.use","","","",0,1,"Y","Y","Y","code {[]} {[]}
","usual ｜ official ｜ temp ｜ secondary ｜ old （如果知道）","這個唯一識別碼（identifier）的用途","應用程式可以假定一個識別碼是永久的，除非它明確說它是暫時的。","允許從一組識別碼中為特定的使用情境選擇適當的識別碼","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""official""/>","","","",,"required","如果知道，請說明此識別碼的目的；應填入所綁定值集中的其中一個代碼。","http://hl7.org/fhir/ValueSet/identifier-use|4.0.1","",,,,"Identifier.use",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A","Role.code or implied by context"
"Practitioner.identifier:residentNumber.type","Practitioner.identifier.type","","","",1,1,"Y","","","CodeableConcept {[CanonicalType[https://twcore.mohw.gov.tw/ig/twcore/StructureDefinition/CodeableConcept-tw]]} {[]}
","身份識別碼（identifier）的型別說明","識別碼的代碼型別，用於決定特定目適用的識別碼。","這個資料項目只涉及識別碼的一般類別。它 **必須沒有（SHALL NOT）** 被用於與Identifier.system 1..1對應的代碼。一些識別碼可能由於常見的用法而屬於多個類別。在系統是已知的情況下，型別是不必要的，因為型別總是系統定義的一部分。然而，系統經常需要處理系統不為人知的識別碼。型別和系統之間不是1:1的關係，因為許多不同的系統有相同的型別。","允許使用者在不知道識別碼系統的情況下利用識別碼","","","","","","","",,"extensible","識別碼的型別，用於決定特定目的所適用的識別碼；應填入所綁定值集中適合的代碼，確定無適合的代碼才可以使用其他值集的代碼來表示。","https://twcore.mohw.gov.tw/ig/twcore/ValueSet/identifier-type-tw","",,,,"Identifier.type",0,1,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","CE/CNE/CWE","n/a","CD"
"Practitioner.identifier:residentNumber.type.id","Practitioner.identifier.type.id","","","",0,1,"","","","string {[]} {[]}
","唯一可識別ID，以供資料項目間相互參照。","resource中資料項目的唯一ID（用於內部參照）。這可以是任何不含空格的字串。","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
